CONCEPT_CODE	CONCEPT_NAME	DOMAIN_ID	CONCEPT_CLASS_ID	STANDARD_CONCEPT	VOCABULARY_ID	VOCABULARY_NAME
OMOP2773679	moxonidine 0.2 MG Delayed Release Oral Tablet Box of 28 by TEVA	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2773680	moxonidine 0.2 MG Delayed Release Oral Tablet Box of 28 by DE	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2773684	moxonidine 0.4 MG Delayed Release Oral Tablet [Physiotens] Box of 28 by Mawdsley-Brooks	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2775308	Clonidine 0.01 MG/ML Oral Solution by Drug Tariff Special Order	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2775566	Doxazosin 4 MG Extended Release Oral Tablet by Ranbaxy	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2775567	Doxazosin 4 MG Extended Release Oral Tablet by Arrow Generics	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2775777	Nitroprusside 50 MG Injectable Suspension by Alliance	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2777037	Guanfacine 1 MG Extended Release Oral Tablet [Tenex] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2777276	Methyldopa 250 MG Delayed Release Oral Tablet [Aldomet] Box of 60 by Aspen	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2777277	Methyldopa 250 MG Delayed Release Oral Tablet Box of 56 by DE	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2777278	Methyldopa 250 MG Delayed Release Oral Tablet Box of 56 by Alliance	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2777597	1 ML Clonidine 0.01 MG/ML Oral Solution by Drug Tariff Special Order	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2779585	1 ML Clonidine 0.15 MG/ML Injectable Solution [Catapres] Box of 5 by Boehringer Ingelheim	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2781999	5 ML Trimethaphan 50 MG/ML Injectable Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2782349	5 ML Clonidine 1 MG/ML Injectable Solution Box of 10	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2782483	5 ML Trimethaphan 50 MG/ML Injectable Solution by Cambridge	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2784410	20 ML Diazoxide 15 MG/ML Injectable Solution Box of 5	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2784777	20 ML Diazoxide 15 MG/ML Injectable Solution [Eudemine] Box of 5 by Mercury	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2787845	100 ML Prazosin 0.4 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2788591	100 ML Hydralazine 5 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2788743	100 ML Doxazosin 0.2 MG/ML Oral Solution by Drug Tariff Special Order	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2788744	100 ML Doxazosin 0.8 MG/ML Oral Suspension by Drug Tariff Special Order	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2789355	150 ML Doxazosin 0.8 MG/ML Oral Solution by Drug Tariff Special Order	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2789505	150 ML Doxazosin 0.8 MG/ML Oral Suspension by Drug Tariff Special Order	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2789731	200 ML Clonidine 0.01 MG/ML Oral Solution by Drug Tariff Special Order	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5040108	1000 MG reserpine 0.001 MG/MG Oral Powder [Apoplon]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5037563	doxazosin 4 MG Oral Tablet by Sawai	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5037558	reserpine 0.001 MG/MG Oral Powder	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5037557	reserpine 0.001 MG/MG [Apoplon]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009187	rilmenidine Oral Tablet [Aiboke]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009663	urapidil 50 MG Injectable Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009664	urapidil 50 MG Injectable Solution [Lixiding]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009670	urapidil 30 MG Oral Tablet [Lixiding]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009672	urapidil 30 MG [Yalidi]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009673	urapidil 30 MG [Lixiding]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009675	urapidil 5 MG/ML Injectable Solution [Lixiding]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009677	urapidil 5 MG/ML Injectable Solution [Yuyouding]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009679	urapidil 5 MG/ML [Lixiding]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009684	urapidil 25 MG Injectable Solution [Luohao]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009686	urapidil 25 MG [Lixiding]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009689	urapidil 0.5 MG/ML Injectable Solution [Jietong]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009692	urapidil Oral Tablet [Yalidi]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009693	urapidil Oral Tablet [Lixiding]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5009695	urapidil Injectable Solution [Lixiding]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5013798	moxonidine Oral Tablet [Aoyiding]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5013799	moxonidine Oral Tablet [Meiluoping]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5013801	moxonidine Oral Tablet [Yaniding]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022818	doxazosin 2 MG Oral Tablet [Donggangtianle]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022819	doxazosin 2 MG Oral Tablet [Jinchang]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022820	doxazosin 2 MG Oral Tablet [Yiliping]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022829	doxazosin 2 MG [Yishutong]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022837	doxazosin 1 MG [Yiliping]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022840	doxazosin Oral Tablet [Zhongwei]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022724	hydralazine 1 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022841	doxazosin Oral Tablet [Yiliping]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022843	doxazosin Oral Tablet [Shuangjiangping]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022846	doxazosin Oral Tablet [Biyaxin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5022852	reserpine Oral Capsule	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5025493	minoxidil Oral Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5033600	moxonidine 0.4 MG Oral Tablet Box of 28 by Medihealth	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5033602	moxonidine 0.3 MG Oral Tablet Box of 28 by Medihealth	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5033603	moxonidine 0.3 MG Oral Tablet by Medihealth	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5034545	hydralazine 50 MG Oral Tablet Box of 56 by Accord	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5034546	hydralazine 50 MG Oral Tablet by Medihealth	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5034547	hydralazine 50 MG Oral Tablet by Accord	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5034698	doxazosin 4 MG Oral Tablet Box of 28 by Milpharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5034699	doxazosin 4 MG Oral Tablet by Medihealth	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5034705	doxazosin 1 MG Oral Tablet Box of 28 by Medihealth	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5035009	ambrisentan 10 MG Oral Tablet by Accord	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5035456	methyldopa 125 MG Oral Tablet Box of 56 by Medihealth	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5035458	methyldopa 125 MG Oral Tablet by Medihealth	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5042337	ambrisentan 10 MG Oral Tablet Box of 30 by Dr Reddy's	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5042339	ambrisentan 10 MG Oral Tablet by Dr Reddy's	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5042340	ambrisentan 10 MG Oral Tablet by Zentiva	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5042343	ambrisentan 5 MG Oral Tablet by Dr Reddy's	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5042344	ambrisentan 5 MG Oral Tablet by Zentiva	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5042507	methyldopa 500 MG Oral Tablet Box of 56 by Medihealth	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5045587	bosentan 62.5 MG Oral Tablet Box of 56 by Basics	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4978362	100 ML clonidine 0.01 MG/ML Oral Solution by DE	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4978363	100 ML hydralazine 2 MG/ML Oral Suspension	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4991250	hydralazine 25 MG Oral Tablet Box of 56 by Accord	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4991863	doxazosin 1 MG Oral Tablet [Doxadura] Box of 28 by Dexcel-Pharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4993661	minoxidil 10 MG Oral Tablet [Loniten] Box of 60 by Mawdsley-Brooks	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4991848	doxazosin 8 MG Extended Release Oral Tablet [CARDURA-XL] Box of 28 by Upjohn Products	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4991849	doxazosin 8 MG Extended Release Oral Tablet [CARDURA-XL] by Upjohn Products	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4991852	doxazosin 8 MG Extended Release Oral Tablet [Cardura] by Pilsco	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4991853	doxazosin 4 MG Oral Tablet [Doxadura] Box of 28 by Dexcel-Pharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4991854	doxazosin 4 MG Oral Tablet [Doxadura] by Dexcel-Pharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4994103	methyldopa 125 MG Oral Tablet Box of 56 by DE	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5048821	doxazosin 2 MG Oral Tablet by Accord	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5048911	clonidine 0.1 MG Oral Tablet [Catapres] by Glenwood	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5049525	indoramin 20 MG Oral Tablet by Brown & Burk	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP5049526	indoramin 20 MG Oral Tablet Box of 56	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3109269	Guanfacine 2 MG Extended Release Oral Capsule [Intuniv] Box of 28 by Shire	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3109422	ambrisentan 10 MG Oral Tablet [Volibris] Box of 30 by GSK	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3109745	moxonidine 0.2 MG Oral Tablet [Moxonidin Sandoz] Box of 60 by Sandoz	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3111757	moxonidine 0.4 MG Oral Tablet [Moxonidin Sandoz] Box of 100 by Sandoz	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3112180	moxonidine 0.2 MG Oral Tablet [MOXONIDINE EG] Box of 28 by Eurogenerics	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3112363	moxonidine 0.2 MG Oral Tablet [MOXONIDINE EG] Box of 98 by Eurogenerics	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3113599	moxonidine 0.4 MG Delayed Release Oral Tablet [Moxonidin Sandoz] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3113603	moxonidine 0.2 MG Oral Tablet [MOXONIDINE EG] Box of 98	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3114569	moxonidine 0.4 MG Oral Tablet [Moxonidin Sandoz] Box of 60 by Sandoz	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3114673	moxonidine 0.4 MG Oral Tablet [MOXONIDINE EG] Box of 56 by Eurogenerics	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3115360	moxonidine Delayed Release Oral Tablet [Moxon]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3115858	Guanfacine 4 MG Extended Release Oral Capsule [Intuniv]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3116169	moxonidine 0.4 MG Delayed Release Oral Tablet [MOXONIDINE TEVA] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3116171	moxonidine 0.4 MG Delayed Release Oral Tablet [MOXONIDINE EG] Box of 98	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3116172	moxonidine 0.4 MG Oral Tablet [MOXONIDINE EG] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3117047	moxonidine 0.4 MG Oral Tablet [MOXONIDINE TEVA] Box of 100 by TEVA	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3117757	Guanfacine Extended Release Oral Capsule	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3118069	Guanfacine 3 MG Extended Release Oral Capsule	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3119733	bosentan 62.5 MG Oral Tablet [Teva-Bosentan] Box of 56 by TEVA	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3121756	bosentan 62.5 MG Oral Tablet [Teva-Bosentan]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3123160	Guanfacine 4 MG Extended Release Oral Capsule Box of 28	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3123807	moxonidine 0.4 MG Delayed Release Oral Tablet [MOXONIDINE TEVA] Box of 56	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3123811	moxonidine 0.2 MG Delayed Release Oral Tablet [MOXONIDINE TEVA] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3123812	moxonidine 0.2 MG Oral Tablet [Moxonidin Sandoz] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3124678	moxonidine 0.2 MG Oral Tablet [Moxonidin Sandoz] Box of 100 by Sandoz	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3124680	moxonidine 0.4 MG Delayed Release Oral Tablet [Moxonidin Sandoz] Box of 100 by Sandoz	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3126404	moxonidine 0.4 MG Oral Tablet [MOXONIDINE MYLAN]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3126406	moxonidine 0.4 MG Oral Tablet [Moxon] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3127277	moxonidine 0.4 MG Oral Tablet [MOXONIDINE MYLAN] Box of 98 by Mylan	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3127344	riociguat 1 MG Oral Tablet [Adempas] Box of 42 by MSD	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3130639	10 ML urapidil 5 MG/ML Injection [Ebrantil] Box of 5 by Takeda	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP3102803	10 ML Clonidine 2 MG/ML Injectable Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4762277	bosentan 125 MG Oral Tablet [Bosentan Zentiva] Box of 56	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4762278	bosentan 125 MG Oral Tablet Box of 120	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4835408	bosentan 125 MG Oral Tablet by Basics	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4771001	riociguat 1.5 MG Delayed Release Oral Tablet [Adempas] Box of 42 by MSD	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4771441	Methyldopa 250 MG Delayed Release Oral Tablet [Aldomet] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4772351	bosentan 62.5 MG Delayed Release Oral Tablet [Sandoz Bosentan] Box of 56	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4772353	bosentan 62.5 MG Delayed Release Oral Tablet [Teva-Bosentan] Box of 56 by TEVA	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4772358	bosentan 125 MG Oral Tablet [Sandoz Bosentan] Box of 56	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4772360	bosentan 125 MG Delayed Release Oral Tablet [Sandoz Bosentan] Box of 56 by Sandoz	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4773736	moxonidine 0.3 MG Delayed Release Oral Tablet [Moxonidin Sandoz]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4777625	Macitentan 10 MG Delayed Release Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4778627	ambrisentan 10 MG Delayed Release Oral Tablet [Volibris] Box of 30 by GSK	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4822812	100 ML Clonidine 0.01 MG/ML Oral Solution by Alliance	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4824344	bosentan 125 MG Oral Tablet by Accord	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4824699	Hydralazine 50 MG Oral Tablet by Morningside	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4825089	bosentan 62.5 MG Oral Tablet by Dr Reddy's	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4825326	bosentan 125 MG Oral Tablet by Dr Reddy's	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4825422	Methyldopa 250 MG Oral Tablet Box of 56 by Intrapharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4825512	Doxazosin 8 MG Oral Tablet by Ennogen	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4825514	bosentan 125 MG Oral Tablet Box of 56 by Accord	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4825724	Doxazosin 2 MG Oral Tablet by Ennogen	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4825782	Hydralazine 50 MG Oral Tablet Box of 56 by Morningside	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4825786	Clonidine 0.01 MG/ML Oral Solution by A A H	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4826371	Clonidine 0.01 MG/ML Oral Solution by Alliance	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4826372	Doxazosin 1 MG Oral Tablet Box of 28 by Ennogen	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4826465	Methyldopa 125 MG Oral Tablet Box of 56 by Ennogen	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4826727	Doxazosin 1 MG Oral Tablet by Ennogen	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP4826936	Methyldopa 250 MG Oral Tablet by Intrapharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP992623	Methyldopa 564 MG	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP1000285	VERATRUM ALBUM Preparation 6 X [Pertudoron]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP1002683	Doxazosin 2.42 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP1003607	Atropa belladona whole extract 3 X / Cinchona Pubescens Preparation 3 X / Dactylopius coccus whole extract 3 X / Drosera anglica extract 1 X / Ipecac 3 X / Mephitis mephitis anal gland fluid preparation 5 X / ... [Pertudoron]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP998373	Doxazosin 4.84 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP988988	Methyldopa 282 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP1004775	Doxazosin 2.47 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP998215	Methyldopa 283 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP993111	Doxazosin 1.24 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP999643	Methyldopa 250 MG Delayed Release Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP1000299	Diazoxide 15 MG/ML Injection	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP996287	Doxazosin 1.21 MG	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP998534	Doxazosin 9.7 MG	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP999941	VERATRUM ALBUM Preparation 10 X	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP993726	VERATRUM ALBUM Preparation 10 X Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP997317	VERATRUM ALBUM Preparation 10 X	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP1004193	Doxazosin 4.95 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
